foranstalte;vb.
foranstaltning;sb.
foranstillet;adj.
forarbejde;sb.
forarbejde;vb.
forarbejdelse;sb.
forarbejdning;sb.
forarge;vb.
forargelig;adj.
forargelse;sb.
forarme;vb.
forarmelse;sb.
foraset;adj.
forbage;vb.
forbande;vb.
forbandelse;sb.
forbandet;adj.
forbandt;sb.
forbandt;vb.
forbarme;vb.
forbarmelse;sb.
forbasket;adj.
forbavse;vb.
forbavselse;sb.
forbavset;adj.
forbedre;vb.
forbedring;sb.
forbehandle;vb.
forbehandling;sb.
forbehold;sb.
forbeholde;vb.
forbeholden;adj.
forben;sb.
forbene;vb.
forbenet;adj.
forbening;sb.
forberede;vb.
forberedelse;sb.
forbi;praep.,adv.
forbier;sb.
forbifart;sb.
forbigaa;vb.
forbigaaelse;sb.
forbigaaende;adj.
forbigangen;adj.
forbillede;sb.
forbilledlig;adj.
forbinde;vb.
forbindelse;sb.
forbindelsesofficer;sb.
forbindende;
forbinding;sb.
forbindskasse;sb.
forbindsstof;sb.
forbindtlig;adj.
forbipasserende;adj.
forbise;vb.
forbistret;adj.
forbistring;sb.
forbitre;vb.
forbitrelse;sb.
forbitret;adj.
forbjerg;sb.
forblaende;vb.
forblaest;adj.
forblev;vb.
forblevet;vb.
forblinde;vb.
forblindelse;sb.
forblive;vb.
forbliven;sb.
forbloede;vb.
forbloedning;sb.
forbloeffe;vb.
forbloeffelse;sb.
forblommet;adj.
forboed;vb.
forboen;sb.
forbogstav;sb.
forborgen;adj.
forbraende;vb.
forbraending;sb.
forbraendingsanlaeg;sb.
forbraendingsanstalt;sb.
forbraendingsmotor;sb.
forbroed;vb.
forbroedre;vb.
forbroedring;sb.
forbrudt;vb.
forbrug;sb.
forbruge;vb.
forbruger;sb.
forbrugerbevidst;adj.
forbrugerisme;sb.
forbrugerkultur;sb.
forbrugerombudsmand;sb.
forbrugerpris;sb.
forbrugersamfund;sb.
forbrugervenlig;adj.
forbrugsgode;sb.
forbrugsskat;sb.
forbryde;vb.
forbrydelse;sb.
forbryder;sb.
forbryderalbum;sb.
forbryderbane;sb.
forbryderisk;adj.
forbryderspire;sb.
forbud;sb.
forbuden;adj.
forbudt;vb.
forbund;sb.
forbunden;adj.
forbundet;vb.
forbundsdag;sb.
forbundsfaelle;sb.
forbundskansler;sb.
forbundsrepublik;sb.
forbundsstat;sb.
forbyde;vb.
forbygge;vb.
forbytning;sb.
forbytte;vb.
force majeure;sb.
force;sb.
forcensur;sb.
forcere;vb.
forceret;adj.
forcering;sb.
fordaegtig;adj.
fordaek;sb.
fordaekt;adj.
fordaerv;sb.
fordaerve;vb.
fordaervelig;adj.
fordaervelse;sb.
fordakning;sb.
fordampe;vb.
fordampning;sb.
fordanser;sb.
fordanske;vb.
fordanskning;sb.
fordel;sb.
fordelagtig;adj.
fordele;vb.
fordelerstik;sb.
fordeling;sb.
fordelingsnoegle;sb.
fordelingstal;sb.
fordi;konj.
fordoble;vb.
fordobling;sb.
fordoeje;vb.
fordoejelig;adj.
fordoejelse;sb.
fordoejelseskanal;sb.
fordoejelsesproces;sb.
fordoemme;vb.
fordoemmelig;adj.
fordoemmelse;sb.
fordoemt;adj.
fordoer;sb.
fordom;sb.
fordomsfri;adj.
fordomsfuld;adj.
fordrage;vb.
fordragelig;adj.
fordre;vb.
fordreje;vb.
fordrejelse;sb.
fordrejning;sb.
fordrev;vb.
fordrevet;vb.
fordring;sb.
fordringsfuld;adj.
fordringshaver;sb.
fordringsloes;adj.
fordrive;vb.
fordrivelse;sb.
fordrukken;adj.
fordufte;vb.
fordum;adv.
fordumme;vb.
fordummelse;sb.
fordums;adj.
fordunkle;vb.
fordunkling;sb.
fordybe;vb.
fordybelse;sb.
fordybning;sb.
fordyre;vb.
fordyrelse;sb.
fore;vb.
forebringe;vb.
forebringelse;sb.
forebygge;vb.
forebyggelse;sb.
foredrag;sb.
foredrage;vb.
foredragsholder;sb.
foredragsraekke;sb.
forefalde;vb.
forefinde;vb.
foregaa;vb.
foregaaende;adj.
foregangskvinde;sb.
foregangsmand;sb.
foregive;vb.
foregivelse;sb.
foregivende;sb.
foregoegle;vb.
foregoegling;sb.
foregribe;vb.
foregribelse;sb.
forehavende;sb.
foreholde;vb.
forekomme;vb.
forekommende;adj.
forekommenhed;sb.
forekomst;sb.
forel;sb.
forelaegge;vb.
forelaeggelse;sb.
forelaese;vb.
forelaeser;sb.
forelaesning;sb.
foreligge;vb.
foreloebig;adj.
forelske;vb.
forelskelse;sb.
foremaers;sb.
forende;sb.
forene;vb.
forenelig;adj.
forening;sb.
foreningsfrihed;sb.
forenkle;vb.
forenkling;sb.
forensisk;adj.
foresaette;vb.
foresat;adj.
foresiddende;adj.
foreskrive;vb.
foreslaa;vb.
forespoerge;vb.
forespoerger;sb.
forespoergsel;sb.
forestaa;vb.
forestaaende;adj.
forestille;vb.
forestilling;sb.
foresvaeve;vb.
foresyngning;sb.
foretage;vb.
foretagelse;sb.
foretagende;sb.
foretagsom;adj.
foreteelse;sb.
foretraede;sb.
foretraekke;vb.
foretrak;vb.
foretrukket;vb.
forevige;vb.
forevigelse;sb.
forevise;vb.
foreviser;sb.
forevisning;sb.
forfader;sb.
forfaegte;vb.
forfaegtelse;sb.
forfaengelig;adj.
forfaerde;vb.
forfaerdelig;adj.
forfaerdelse;sb.
forfaerdige;vb.
forfald;sb.
forfald;sb.
forfalde;vb.
forfalden;adj.
forfaldsdag;sb.
forfalske;vb.
forfalskning;sb.
forfang;sb.
forfangen;adj.
forfar;sb.
forfatning;sb.
forfatningsret;sb.
forfatningsretlig;adj.
forfatningsretslig;adj.
forfatningsstridig;adj.
forfatte;vb.
forfattelse;sb.
forfatter;sb.
forfatterinde;sb.
forfatterskab;sb.
forfatterspire;sb.
forfejle;vb.
forfilm;sb.
forfine;vb.
forfinelse;sb.
forfjamskelse;sb.
forfjamsket;adj.
forfjor;
forfladige;vb.
forfladigelse;sb.
forfloejen;adj.
forflygtige;vb.
forflygtigelse;sb.
forflytning;sb.
forflytte;vb.
forflyttelse;sb.
forfod;sb.
forfoeje;vb.
forfoelge;vb.
forfoelgelse;sb.
forfoelgelsesvanvid;sb.
forfoelger;sb.
forfoelgning;sb.
forfoere;vb.
forfoerelse;sb.
forfoerer;sb.
forfoererisk;adj.
forfoerisk;adj.
forfordele;vb.
forfordeling;sb.
forforsoeg;sb.
forforstaaelse;sb.
forforstaerker;sb.
forforstaerkning;sb.
forfra;adv.
forfranske;vb.
forfranskning;sb.
forfremme;vb.
forfremmelse;sb.
forfriske;vb.
forfriskning;sb.
forfrossen;adj.
forfrysning;sb.
forfulgt;vb.
forfulgte;vb.
forgaa;vb.
forgaard;sb.
forgaars;
forgabe;vb.
forgabelse;sb.
forgaelde;vb.
forgaeldet;adj.
forgaengelig;adj.
forgaenger;sb.
forgaere;vb.
forgaering;sb.
forgaeves;adj.
forgaffel;sb.
forgang;sb.
forgangen;adj.
forgasning;sb.
forgasse;vb.
forgav;vb.
forgemak;sb.
forgift;sb.
forgifte;vb.
forgiftning;sb.
forgik;vb.
forgive;vb.
forgjorde;vb.
forgjort;vb.
forglemme;vb.
forglemmelse;sb.
forglemmigej;sb.
forgodtbefindende;sb.
forgoere;vb.
forgraedt;adj.
forgraemmet;adj.
forgreb;vb.
forgrebet;vb.
forgrene;vb.
forgrening;sb.
forgribe;vb.
forgribelse;sb.
forgrimme;vb.
forgrimmelse;sb.
forgrint;adj.
forgrove;vb.
forgrovelse;sb.
forgrovning;sb.
forgrund;sb.
forgude;vb.
forgudelse;sb.
forgylde;vb.
forgyldning;sb.
forhaabentlig;adj.
forhaabning;sb.
forhaabningsfuld;adj.
forhaand;sb.
forhaandenvaerende;adj.
forhaandsgodkende;vb.
forhaandsgodkendelse;sb.
forhaandsindtryk;sb.
forhaandslaan;sb.
forhaandsmeddelelse;sb.
forhaandsreservation;sb.
forhaandsreservere;vb.
forhaandsreservering;sb.
forhaandsviden;sb.
forhaane;vb.
forhaanelse;sb.
forhadt;adj.
forhaeng;sb.
forhaerde;vb.
forhaerdelse;sb.
forhal;sb.
forhale;vb.
forhaling;sb.
forhammer;sb.
forhandle;vb.
forhandler;sb.
forhandlernet;sb.
forhandlerrabat;sb.
forhandling;sb.
forhandlingsbord;sb.
forhandlingsforloeb;sb.
forhandlingsleder;sb.
forhandlingsret;sb.
forhandlingsrunde;sb.
forhandlingsvenlig;adj.
forhandlingsvilje;sb.
forhaste;vb.
forhastet;adj.
forhave;sb.
forhekse;vb.
forhekselse;sb.
forhen;adv.
forhenvaerende;adj.
forherlige;vb.
forherligelse;sb.
forhindre;vb.
forhindring;sb.
forhindringsbane;sb.
forhippelse;sb.
forhippet;adj.
forhistorie;sb.
forhistorisk;adj.
forhjul;sb.
forhjulstraekker;sb.
forhjulstrukken;adj.
forhjulstrukket;adj.
forhoeje;vb.
forhoejelse;sb.
forhoejning;sb.
forhoer;sb.
forhoere;vb.
forhold;sb.
forholde;vb.
forholdsmaessig;adj.
forholdsord;sb.
forholdsordre;sb.
forholdsregel;sb.
forholdsregning;sb.
forholdstal;sb.
forholdsvis;adj.
forhud;sb.
forhude;vb.
forhudning;sb.
forhus;sb.
forhutlet;adj.
forhyre;vb.
forhyring;sb.
forind;adv.
forinden;praep.,adv.,konj.
Forindien;prop.
forindisk;adj.
forindstille;vb.
forindstilling;sb.
foring;sb.
forint;sb.
forivre;vb.
forivrelse;sb.
forjaettelse;sb.
forjaettende;adj.
forjaettet;adj.
forjage;vb.
forjagelse;sb.
forjaget;adj.
forjasket;adj.
forjog;vb.
fork;sb.
fork.;fork.
forkaele;vb.
forkaelelse;sb.
forkaemper;sb.
forkaerlighed;sb.
forkaetrelse;sb.
forkaetret;adj.
forkaetring;sb.
forkalke;vb.
forkalkning;sb.
forkammer;sb.
forkant;sb.
forkarl;sb.
forkaste;vb.
forkastelig;adj.
forkastelse;sb.
forkastning;sb.
forke;vb.
forkert;adj.
forklaede;sb.
forklaede;vb.
forklaedning;sb.
forklare;vb.
forklarelse;sb.
forklaret;adj.
forklaring;sb.
forklaringsproblem;sb.
forklarlig;adj.
forklejne;vb.
forklejnelse;sb.
forklog;adj.
forklogskab;sb.
forkludre;vb.
forkludring;sb.
forknyt;adj.
forkoebe;vb.
forkoebet;
forkoebsret;sb.
forkoele;vb.
forkoelelse;sb.
forkoerselsret;sb.
forkoge;vb.
forkoge;vb.
forkommen;adj.
forkontor;sb.
forkorte;vb.
forkortelse;sb.
forkortelsespunktum;sb.
forkortning;sb.
forkraenkelig;adj.
forkrampe;vb.
forkroeble;vb.
forkroebling;sb.
forkroepning;sb.
forkroeppe;vb.
forkrome;vb.
forkromning;sb.
forkrop;sb.
forkue;vb.
forkuelse;sb.
forkulle;vb.
forkulning;sb.
forkundskab;sb.
forkvakle;vb.
forkvakling;sb.
forkvinde;sb.
forkynde;vb.
forkyndelse;sb.
forkynder;sb.
forlade;vb.
forladegevaer;sb.
forladelse;sb.
forlader;sb.
forladthed;sb.
forlaeg;sb.
forlaegge;vb.
forlaeggelse;sb.
forlaeggelse;sb.
forlaegger;sb.
forlaegning;sb.
forlaenge;vb.
forlaengelse;sb.
forlaenger;sb.
forlaengerledning;sb.
forlaengerstykke;sb.
forlaens;adj.
forlaese;vb.
forlaest;adj.
forlag;sb.
forlagde;vb.
forlagsboghandler;sb.
forlagskonsulent;sb.
forlagsvirksomhed;sb.
forland;sb.
forlange;vb.
forlangende;sb.
forled;sb.
forlede;vb.
forledelse;sb.
forleden;adj.
forlegen;adj.
forlegenhed;sb.
forlem;sb.
forlene;vb.
forlening;sb.
forlibe;vb.
forlibelse;sb.
forlibt;adj.
forlig;sb.
forlige;vb.
forligelig;adj.
forligger;sb.
forligsinstitution;sb.
forligskvinde;sb.
forligsmand;sb.
forlis;sb.
forlise;vb.
forlod;vb.
forlods;adj.
forloeb;sb.
forloebe;vb.
forloebelse;sb.
forloeben;adj.
forloeber;sb.
forloed;vb.
forloefte;vb.
forloeftelse;sb.
forloeftning;sb.
forloejet;adj.
forloese;vb.
forloeser;sb.
forloesning;sb.
forlokke;vb.
forlokkelse;sb.
forlomme;sb.
forloren;adj.
forlov;sb.
forlove;vb.
forlovelse;sb.
forlovelsesring;sb.
forlover;sb.
forlyd;sb.
forlyde;vb.
forlydende;sb.
forlygte;sb.
forlys;sb.
forlyste;vb.
forlystelse;sb.
forlystelsesetablissement;sb.
forlystelsesindustri;sb.
forlystelsespark;sb.
forlystelsessyg;adj.
forlystelsessyge;sb.
form;sb.
form;sb.
formaa;vb.
formaaen;sb.
formaaenhed;sb.
formaal;sb.
formaalsloes;adj.
formaalsparagraf;sb.
formaalsrettet;adj.
formaalstjenlig;adj.
formaele;vb.
formaeling;sb.
formal;adj.
formaldehyd;sb.
formale;vb.
formalia;sb. pl.
formalin;sb.
formaling;sb.
formalisere;vb.
formalisering;sb.
formalisme;sb.
formalist;sb.
formalistisk;adj.
formaliter;adv.
formalitet;sb.
formand;sb.
formandskab;sb.
formandsland;sb.
formandsskifte;sb.
formandsvalg;sb.
formane;vb.
formaning;sb.
formaste;vb.
formastelig;adj.
formastelse;sb.
format;sb.
formatere;vb.
formatering;sb.
formation;sb.
formativ;adj.
formbar;adj.
formbroed;sb.
forme;vb.
formedelst;praep.
formel;adj.
formel;sb.
formelig;adj.
formelig;adv.
formelsamling;sb.
formene;vb.
formening;sb.
formentlig;adj.
former;sb.
formere;vb.
formering;sb.
formeringsreaktor;sb.
formfast;adj.
formfuldendt;adj.
formgive;vb.
formgiver;sb.
formgivning;sb.
formidabel;adj.
formiddag;sb.
formiddagsavis;sb.
formiddagskaffe;sb.
formidle;vb.
formidler;sb.
formidling;sb.
formilde;vb.
formildelse;sb.
formindske;vb.
formindskelse;sb.
formkage;sb.
formkurve;sb.
formloes;adj.
formning;sb.
formode;vb.
formodentlig;adj.
formoder;sb.
formodning;sb.
formoeble;vb.
formoebling;sb.
formoede;sb.
formoerke;vb.
formoerkelse;sb.
formor;sb.
formpresse;vb.
formsikker;adj.
formskaere;vb.
formskaering;sb.
formskrift;sb.
formspaendt;adj.
formsprog;sb.
formssag;sb.
formstaerk;adj.
formsten;sb.
formstoebt;adj.
formstof;sb.
formsyet;adj.
formtoerre;vb.
formtoerring;sb.
formue;sb.
formuefaellesskab;sb.
formuefordeling;sb.
formuende;adj.
formuepleje;sb.
formueret;sb.
formueretlig;adj.
formueretslig;adj.
formueskat;sb.
formular;sb.
formulde;vb.
formuldning;sb.
formulere;vb.
formulering;sb.
formumme;vb.
formumning;sb.
formynder;sb.
formynderi;sb.
formynderisk;adj.
formynderregering;sb.
formynderskab;sb.
fornaegte;vb.
fornaegtelse;sb.
fornaegter;sb.
fornaeret;adj.
fornaerme;vb.
fornaermelig;adj.
fornaermelse;sb.
fornaevnt;adj.
fornavn;sb.
forne;adj. pl.
forneden;adv.
fornedre;vb.
fornedrelse;sb.
fornem;adj.
fornemme;vb.
fornemmelig;adv.
fornemmelse;sb.
fornikle;vb.
fornikling;sb.
fornoeden;adj.
fornoedenhed;sb.
fornoeje;vb.
fornoejelig;adj.
fornoejelse;sb.
fornoejelsestur;sb.
fornorske;vb.
fornorskning;sb.
fornuft;sb.
fornuftig;adj.
fornuftigvis;adv.
fornuftsaegteskab;sb.
fornuftsparti;sb.
fornuftsstridig;adj.
fornuftsvaesen;sb.
forny;vb.
fornyelig;adj.
fornyelse;sb.
fornyer;sb.
foroede;vb.
foroege;vb.
foroegelse;sb.
foroensket;adj.
foroeve;vb.
foroevelse;sb.
foromtale;sb.
foromtale;vb.
forord;sb.
forordne;vb.
forordning;sb.
foroven;adv.
forover;adv.
foroverboejet;adj.
forpaa;adv.
forpagte;vb.
forpagter;sb.
forpagterbolig;sb.
forpagtning;sb.
forpakning;sb.
forparti;sb.
forpasse;vb.
forpeste;vb.
forpestelse;sb.
forpestning;sb.
forpint;adj.
forpjusket;adj.
forplads;sb.
forplante;vb.
forplantning;sb.
forplejning;sb.
forpligte;vb.
forpligtelse;sb.
forpligtige;vb.
forpligtigelse;sb.
forplumre;vb.
forplumring;sb.
forpost;sb.
forpraktik;sb.
forpraktikant;sb.
forprang;sb.
forpremiere;sb.
forproeve;sb.
forprogrammere;vb.
forpulet;adj.
forpupning;sb.
forpuppe;vb.
forpurre;vb.
forpurring;sb.
forpustelse;sb.
forpustet;adj.
forputte;vb.
forraa;vb.
forraad;sb.
forraade;vb.
forraadne;vb.
forraadnelig;adj.
forraadnelse;sb.
forraadskammer;sb.
forraaelse;sb.
forraeder;sb.
forraederi;sb.
forraederisk;adj.
forrang;sb.
forregne;vb.
forregnelse;sb.
forrente;vb.
forrentning;sb.
forrest;adj.
forresten;adv.
forret;sb.
forret;sb.
forretning;sb.
forretningsdrivende;adj.
forretningsfoerelse;sb.
forretningsfoerer;sb.
forretningsfolk;sb.
forretningsforbindelse;sb.
forretningsgang;sb.
forretningskvinde;sb.
forretningsmaessig;adj.
forretningsmand;sb.
forretningsministerie;sb.
forretningsministerium;sb.
forretningsomraade;sb.
forretningsorden;sb.
forretningsrejsende;sb.
forretningsudvalg;sb.
forrette;vb.
forrettelse;sb.
forrettighed;sb.
forreven;adj.
forrevet;adj.
forrider;sb.
forrige;adj.
forringe;vb.
forringelse;sb.
forrude;sb.
forrygende;adj.
forrykke;vb.
forrykkelse;sb.
forrykning;sb.
forrykt;adj.
forsaa;vb.
forsaale;vb.
forsaaling;sb.
forsaede;sb.
forsaenke;vb.
forsaenkning;sb.
forsaet;sb.
forsaetlig;adj.
forsaetning;sb.
forsaette;vb.
forsaettelse;sb.
forsage;vb.
forsagelse;sb.
forsager;sb.
forsagt;adj.
forsalg;sb.
forsamle;vb.
forsamling;sb.
forsamlingshus;sb.
forsanger;sb.
forsat;vb.
forsats;sb.
forsatspapir;sb.
forsatsrude;sb.
forsatsvindue;sb.
forsatte;vb.
forse;vb.
forseelse;sb.
forsegle;vb.
forsegling;sb.
forsejl;sb.
forsende;vb.
forsendelse;sb.
forside;sb.
forsidestof;sb.
forsigtig;adj.
forsigtigper;sb.
forsigtigpeter;sb.
forsigtigvis;adv.
forsikre;vb.
forsikring;sb.
forsikringsordning;sb.
forsikringspolice;sb.
forsikringspraemie;sb.
forsikringsselskab;sb.
forsikringssum;sb.
forsikringssvindel;sb.
forsikringstager;sb.
forsimple;vb.
forsimpling;sb.
forsinke;vb.
forsinkelse;sb.
forsire;vb.
forsiring;sb.
forskaane;vb.
forskaanelse;sb.
forskaaren;adj.
forskaaret;adj.
forskaaret;vb.
forskaere;vb.
forskaerer;sb.
forskaererbraet;sb.
forskaerersaet;sb.
forskaerm;sb.
forskaffe;vb.
forskalle;vb.
forskalling;sb.
forskallingsbraet;sb.
forskanse;vb.
forskansning;sb.
forskar;vb.
forske;vb.
forskel;sb.
forskellig;adj.
forskelligartet;adj.
forskellighed;sb.
forskelsbehandle;vb.
forskelsbehandling;sb.
forskelsloes;adj.
forsker;sb.
forskerstuderende;sb.
forskertse;vb.
forskning;sb.
forskningsbaseret;adj.
forskningsbibliotek;sb.
forskningsbibliotekar;sb.
forskningsinstitut;sb.
forskningsminister;sb.
forskningsministerie;sb.
forskningsministerium;sb.
forskningsraad;sb.
forskoed;vb.
forskoenne;vb.
forskoennelse;sb.
forskole;sb.
forskraekke;vb.
forskraekkelig;adj.
forskraekkelse;sb.
forskraemt;adj.
forskraep;sb.
forskrev;vb.
forskrevet;vb.
forskrift;sb.
forskriftsmaessig;adj.
forskrive;vb.
forskrivelse;sb.
forskrivning;sb.
forskruet;adj.
forskruning;sb.
forskubbe;vb.
forskubbelse;sb.
forskubning;sb.
forskud;sb.
forskudsregistrere;vb.
forskudsregistrering;sb.
forskudsskat;sb.
forskudsskema;sb.
forskudsvis;adj.
forskudt;vb.
forskyde;vb.
forskydelig;adj.
forskydning;sb.
forskyl;sb.
forskylde;vb.
forskylle;vb.
forslaa;vb.
forslaebe;vb.
forslag;sb.
forslag;sb.
forslagen;adj.
forslagsstiller;sb.
forslidt;adj.
forslog;vb.
forsludre;vb.
forsluge;vb.
forslugen;adj.
forslumme;vb.
forslumning;sb.
forsmaa;vb.
forsmaedelig;adj.
forsmaedelse;sb.
forsmaegte;vb.
forsmaek;sb.
forsmag;sb.
forsnaevre;vb.
forsnaevring;sb.
forsnakke;vb.
forsnakkelse;sb.
forsoede;vb.
forsoedelse;sb.
forsoeg;sb.
forsoege;vb.
forsoegsdyr;sb.
forsoegskanin;sb.
forsoegsperson;sb.
forsoegsstation;sb.
forsoegsvis;adj.
forsoelve;vb.
forsoelvning;sb.
forsoemme;vb.
forsoemmelig;adj.
forsoemmelse;sb.
forsoerge;vb.
forsoergelse;sb.
forsoerger;sb.
forsoldet;adj.
forsommer;sb.
forsone;vb.
forsoner;sb.
forsoning;sb.
forsonlig;adj.
forsoren;adj.
forsorg;sb.
forsovet;adj.
forspaendt;adj.
forspand;sb.
forspil;sb.
forspilde;vb.
forspire;vb.
forspiring;sb.
forspise;vb.
forspraengt;adj.
forspring;sb.
forst-;praefiks
forstaa;vb.
forstaaelig;adj.
forstaaelse;sb.
forstad;sb.
forstadie;sb.
forstadium;sb.
forstadskommune;sb.
forstadskvarter;sb.
forstaerke;vb.
forstaerkelse;sb.
forstaerker;sb.
forstaerkning;sb.
forstaevn;sb.
forstand;sb.
forstander;sb.
forstanderinde;sb.
forstandig;adj.
forstandsmaessig;adj.
forstandsmenneske;sb.
forstavelse;sb.
forstavn;sb.
forstemme;vb.
forstemmelse;sb.
forstemning;sb.
forstemt;adj.
forstene;vb.
forstenelse;sb.
forstening;sb.
forstille;vb.
forstillelse;sb.
forstilt;adj.
forsting;sb.
forstkandidat;sb.
forstlig;adj.
forstmaessig;adj.
forstmand;sb.
forstod;vb.
forstoede;vb.
forstoedelse;sb.
forstoerre;vb.
forstoerrelse;sb.
forstoerrelsesglas;sb.
forstoeve;vb.
forstoever;sb.
forstoevning;sb.
forstokket;adj.
forstoppe;vb.
forstoppelse;sb.
forstopper;sb.
forstraekke;vb.
forstraekkelse;sb.
forstraekning;sb.
forstrakt;vb.
forstrakte;vb.
forstrand;sb.
forstudie;sb.
forstudie;sb.
forstudium;sb.
forstue;sb.
forstumme;vb.
forstuve;vb.
forstuvelse;sb.
forstuvning;sb.
forstyrre;vb.
forstyrrelse;sb.
forstyrret;adj.
forsulten;adj.
forsumpe;vb.
forsumpning;sb.
forsure;vb.
forsuring;sb.
forsuttet;adj.
forsvaerge;vb.
forsvaergelse;sb.
forsvandt;vb.
forsvar;sb.
forsvare;vb.
forsvarer;sb.
forsvarlig;adj.
forsvarschef;sb.
forsvarskommando;sb.
forsvarsloes;adj.
forsvarsmekanisme;sb.
forsvarsminister;sb.
forsvarsministerie;sb.
forsvarsministerium;sb.
forsvarsposition;sb.
forsvarsspil;sb.
forsvarsstab;sb.
forsvenske;vb.
forsvenskning;sb.
forsvinde;vb.
forsvinding;sb.
forsvor;vb.
forsvoret;vb.
forsvundet;vb.
forsyn;sb.
forsynde;vb.
forsyndelse;sb.
forsyne;vb.
forsyning;sb.
forsynlig;adj.
forsytia;sb.
fort;adv.
fort;sb.
fortaage;vb.
fortabe;vb.
fortabelse;sb.
fortabt;adj.
fortaelle;vb.
fortaellekunst;sb.
fortaeller;sb.
fortaelling;sb.
fortaending;sb.
fortaenke;vb.
fortaenkt;adj.
fortaeppe;sb.
fortaere;vb.
fortaering;sb.
fortaersket;adj.
fortaetning;sb.
fortaette;vb.
fortage;vb.
fortale;sb.
fortale;vb.
fortalelse;sb.
fortaler;sb.
fortalt;vb.
fortalte;vb.
fortand;sb.
fortav;vb.
forte;adv.
fortegn;sb.
fortegne;vb.
fortegnelse;sb.
fortegning;sb.
fortegning;sb.
fortegningsret;sb.
fortekst;sb.
fortelt;sb.
fortepiano;sb.
fortfarende;adv.
fortid;sb.
fortidig;adj.
fortidslevning;sb.
fortidsminde;sb.
fortie;vb.
fortielse;sb.
fortifikation;sb.
fortil;adv.
fortilberedt;adj.
fortilfaelde;sb.
fortinne;vb.
fortinnet;adj.
fortinning;sb.
fortissimo;adv.
fortjene;vb.
fortjeneste;sb.
fortjenstfuld;adj.
fortjenstmedalje;sb.
fortloebende;adj.
fortoeje;vb.
fortoejning;sb.
fortoerne;vb.
fortoernelse;sb.
fortog;vb.
fortolde;vb.
fortoldning;sb.
fortolke;vb.
fortolkelig;adj.
fortolker;sb.
fortolkning;sb.
fortone;vb.
fortoning;sb.
fortov;sb.
fortovsrestaurant;sb.
fortraed;sb.
fortraedelig;adj.
fortraedelighed;sb.
fortraedige;vb.
fortraedigelse;sb.
fortraeffelig;adj.
fortraeffelighed;sb.
fortraekke;vb.
fortraeksgardin;sb.
fortraenge;vb.
fortraengning;sb.
fortrak;vb.
fortrappe;sb.
fortravle;vb.
fortrin;sb.
fortrinlig;adj.
fortrinsret;sb.
fortrinsvis;adj.
fortroed;vb.
fortroestning;sb.
fortroestningsfuld;adj.
fortrolig;adj.
fortroligstemple;vb.
fortrop;sb.
fortrudt;vb.
fortrukket;vb.
fortryde;vb.
fortrydelig;adj.
fortrydelse;sb.
fortrydelsespille;sb.
fortrydelsesret;sb.
fortryk;sb.
fortrykt;adj.
fortrykt;adj.
fortrylle;vb.
fortryllelse;sb.
fortsaette;vb.
fortsaettelse;sb.
fortsaetter;sb.
fortsat;adv.
fortsat;vb.
fortsatte;vb.
fortumlet;adj.
fortunge;sb.
fortvivle;vb.
fortvivlelse;sb.
fortvivlet;adj.
fortygget;adj.
fortykke;vb.
fortykkelse;sb.
fortykning;sb.
fortynde;vb.
fortynder;sb.
fortyndervaeske;sb.
fortynding;sb.
fortyske;vb.
fortyskning;sb.
forud;adv.
forudanelse;sb.
forudberegne;vb.
forudberegning;sb.
forudbestemme;vb.
forudbestemmelse;sb.
forudbestille;vb.
forudbestilling;sb.
forudbetale;vb.
forudbetaling;sb.
foruddiskontere;vb.
foruddiskontering;sb.
forude;adv.
foruden;praep.
forudfattet;adj.
forudgaa;vb.
forudindtaget;adj.
forudloennet;adj.
forudsaetning;sb.
forudsaetningsvis;adj.
forudsaette;vb.
forudsat;praep.,konj.
forudse;vb.
forudseelig;adj.
forudseenhed;sb.
forudselig;adj.
forudsige;vb.
forudsigelig;adj.
forudsigelse;sb.
forudskikke;vb.
forulempe;vb.
forulempelse;sb.
forulempning;sb.
forulykke;vb.
forum;sb.
forunde;vb.
forunderlig;adj.
forundersoegelse;sb.
forundre;vb.
forundring;sb.
forurene;vb.
forurenelse;sb.
forurener;sb.
forurening;sb.
forureningsfri;adj.
forurette;vb.
forurettelse;sb.
forurolige;vb.
foruroligelse;sb.
forvaaget;adj.
forvaenne;vb.
forvaent;adj.
forvaerelse;sb.
forvaerre;vb.
forvaerrelse;sb.
forvaerring;sb.
forvagt;sb.
forvalg;sb.
forvalte;vb.
forvalter;sb.
forvaltning;sb.
forvaltningsret;sb.
forvaltningsretlig;adj.
forvaltningsretslig;adj.
forvaltningsskik;sb.
forvandle;vb.
forvandling;sb.
forvandlingsstraf;sb.
forvandt;vb.
forvanske;vb.
forvanskelse;sb.
forvanskning;sb.
forvare;vb.
forvaring;sb.
forvarme;vb.
forvarmer;sb.
forvarmning;sb.
forvarsel;sb.
forvarsle;vb.
forvarsling;sb.
forvask;sb.
forvaske;vb.
forvaske;vb.
forvejen;
forveksle;vb.
forvekslelig;adj.
forveksling;sb.
forvente;vb.
forventelig;adj.
forventning;sb.
forventningsafstemme;vb.
forventningsafstemning;sb.
forventningsfuld;adj.
forvikle;vb.
forvikling;sb.
forvilde;vb.
forvildelse;sb.
forvinde;vb.
forvirre;vb.
forvirring;sb.
forvise;vb.
forvisning;sb.
forvisning;sb.
forvisse;vb.
forvitre;vb.
forvitring;sb.
forvokset;adj.
forvolde;vb.
